
'cl2' , 'hocl', 'cl2o', 'cl_', 'cl3_', 'ocl_', 'br2', 'hobr', 'br2o', 'br_', 'br3_', 'obr_', 'brcl', 'br2cl_', 'brcl2_', 'brocl', 'hp', 'oh_', 'nap'
7.09922839415597e-16, 7.233172980269423e-09, 7.900164287500088e-19, 0.0010229902568292737, 1.3072462600407587e-19, 2.456041304063097e-09, 1.743250136121563e-08, 3.2311965227520574e-05, 6.587664187568117e-09, 3.2992215097407935e-05, 9.26203718125593e-12, 6.476745480152032e-07, 3.046381976374942e-11, 2.31832520896114e-11, 1.1842394546134974e-13, 8.109962529488112e-14, 9.977939173627976e-08, 1.002210960198107e-07, 0.00102300000001
7.562694955106236e-16, 7.463966249540653e-09, 8.4122677660945415e-19, 0.0010559899461669649, 1.4375032070108155e-19, 2.5341576082490367e-09, 1.743374236167543e-08, 3.231171967110645e-05, 6.587825932515397e-09, 3.299252201740298e-05, 9.262900004117956e-12, 6.476078819865183e-07, 3.1448856159783685e-11, 2.3932739117574915e-11, 1.2619367138567098e-13, 8.368786696083892e-14, 9.978785780898524e-08, 1.0021259319086781e-07, 0.0010560000000100001
8.039752880902139e-16, 7.693704836150275e-09, 8.938086909618185e-19, 0.0010889896369255406, 1.5759495885007474e-19, 2.6119066359177213e-09, 1.743506830895056e-08, 3.231147444690027e-05, 6.587706363928988e-09, 3.2992827430391814e-05, 9.263732244430077e-12, 6.475427826161123e-07, 3.243431925469744e-11, 2.4682375730486094e-11, 1.3421536846465693e-13, 8.626315027769117e-14, 9.979743751761176e-08, 1.0020297363081341e-07, 0.0010890000000100002
8.532446782211392e-16, 7.924260265365492e-09, 9.481918310800324e-19, 0.001121989326582048, 1.7232115691899126e-19, 2.689939773451332e-09, 1.7436587018446326e-08, 3.2311228080525775e-05, 6.587584836802206e-09, 3.299313375050072e-05, 9.26473313522226e-12, 6.47477534569839e-07, 3.3419652164687316e-11, 2.5432755574641865e-11, 1.4248403364253732e-13, 8.884676315833404e-14, 9.980695886778259e-08, 1.0019341450176148e-07, 0.00112200000001
9.037773446873921e-16, 8.152999160459218e-09, 1.0037104216638967e-18, 0.001154989018720039, 1.878939169436669e-19, 2.7673067558582732e-09, 1.7438095898383606e-08, 3.2310984344984314e-05, 6.5872611080206826e-09, 3.2993437597595855e-05, 9.265760111563204e-12, 6.474125516444348e-07, 3.4405631393333324e-11, 2.6183219205271587e-11, 1.510013130715303e-13, 9.141142458108669e-14, 9.981608800718043e-08, 1.001842508522337e-07, 0.00115500000001
9.558283372305757e-16, 8.382160489771414e-09, 1.0609413298102578e-18, 0.001187988710264036, 2.0439352006380412e-19, 2.8448445223962406e-09, 1.7439701564180896e-08, 3.2310738789801715e-05, 6.587358215881948e-09, 3.2993741941401465e-05, 9.266773222313174e-12, 6.473478561765639e-07, 3.539211629581548e-11, 2.6933438294776644e-11, 1.5976747779587008e-13, 9.398016198540823e-14, 9.982557810471515e-08, 1.0017472665683126e-07, 0.00118800000001
1.0094294747114014e-15, 8.612210595036091e-09, 1.1199664033210458e-18, 0.001220988400690697, 2.2185005784149297e-19, 2.922611256155607e-09, 1.7441040084960657e-08, 3.2310492886892e-05, 6.5874934999366965e-09, 3.299404767036208e-05, 9.26760157524969e-12, 6.472825823398233e-07, 3.6377554924397145e-11, 2.768377005922188e-11, 1.6877997853674475e-13, 9.655704406500711e-14, 9.983498681609305e-08, 1.0016528592747843e-07, 0.0012210000000100001
1.064252680570185e-15, 8.840219170896653e-09, 1.180066849669021e-18, 0.0012539880937652253, 2.4021983817308107e-19, 2.9997700030458815e-09, 1.744260917964349e-08, 3.2310249525546344e-05, 6.5873665308461795e-09, 3.29943505183014e-05, 9.26866642193235e-12, 6.472177087547325e-07, 3.736374045113814e-11, 2.8434540757675617e-11, 1.7804156846272467e-13, 9.911387798289499e-14, 9.984395554570651e-08, 1.0015628833357073e-07, 0.0012540000000100002
1.1207294137177568e-15, 9.069753957112183e-09, 1.2421283620059929e-18, 0.0012869877848733613, 2.596234569310883e-19, 3.0773671358870923e-09, 1.7444251771717826e-08, 3.231000413439806e-05, 6.587238102397189e-09, 3.299465525712624e-05, 9.269573851066146e-12, 6.471528284147214e-07, 3.8350636147352184e-11, 2.918585762952451e-11, 1.875530831235312e-13, 1.0168684341618662e-13, 9.985328105845118e-08, 1.0014693452232475e-07, 0.0012870000000100002
1.1785106634470326e-15, 9.298092443955883e-09, 1.3054514711118242e-18, 0.0013199874775915597, 2.8001088228477073e-19, 3.1545519772201493e-09, 1.744544475042376e-08, 3.230976081575106e-05, 6.587108474453901e-09, 3.2994958838192603e-05, 9.270501667772311e-12, 6.470879378789485e-07, 3.933686374031054e-11, 2.9935902257671486e-11, 1.9730856544963526e-13, 1.0424602937129184e-13, 9.986263537198504e-08, 1.0013755357797567e-07, 0.00132000000001
