
'cl2' , 'hocl', 'cl2o', 'cl_', 'cl3_', 'ocl_', 'br2', 'hobr', 'br2o', 'br_', 'br3_', 'obr_', 'brcl', 'br2cl_', 'brcl2_', 'brocl', 'hp', 'oh_', 'nap'
8.290202929436217e-11, 3.3327404185797206e-09, 5.033495461765129e-11, 7.335492315029883e-06, 1.4173326553883166e-24, 3.0775924229318473e-05, 1.0579661377934268e-09, 1.0575071499766847e-07, 6.672873463864611e-07, 2.9128365889942062e-05, 4.572744087529133e-13, 2.429175614760624e-06, 1.213379828399162e-14, 1.0088877184904053e-14, 3.382289013064991e-19, 7.907297663393996e-17, 1.6580407006728114e-10, 6.0312150334681953e-05, 6.765000001000001e-05
1.7304932504364777e-09, 4.3690685088999624e-08, 6.598731715704158e-10, 7.409739836764306e-06, 2.397041094782899e-28, 3.065680520982526e-05, 2.0135926611715125e-09, 1.0549235392548368e-07, 6.65655755398407e-07, 2.9051515789806767e-05, 1.324220134014083e-13, 2.5076362591158413e-06, 3.8807705244573876e-15, 1.9396191113279258e-14, 1.092708347936458e-19, 1.6469789928366353e-15, 3.4609869416129047e-09, 2.88934924306295e-06, 6.765000001000001e-05
2.0378474012296023e-11, 6.178041273957674e-10, 9.326258628871118e-12, 7.530665764008245e-06, 6.421057404334027e-27, 3.0583674252063695e-05, 5.836531141829134e-10, 1.1288332838625024e-07, 7.122927654519508e-07, 2.893372968094305e-05, 2.623928965989338e-13, 2.527616135018343e-06, 7.246658055525196e-15, 5.713890033254847e-15, 2.0737410404040842e-19, 2.073321311976367e-17, 4.0756949581272734e-11, 0.00024535692937615884, 6.765000001000001e-05
2.099629342649353e-11, 6.3652034213715e-10, 9.608734855276506e-12, 7.653808179394617e-06, 7.065202388441232e-27, 3.0460512123927538e-05, 6.01331570203995e-10, 1.1630236135254896e-07, 7.338668234626683e-07, 2.8810568954796623e-05, 2.6918949863245184e-13, 2.604173529303095e-06, 7.599218899232223e-15, 5.983234266031578e-15, 2.210194061155909e-19, 2.2008053033245436e-17, 4.199258850543674e-11, 0.00023813726078603868, 6.765000001000001e-05
9.359137837937859e-11, 3.76237270042351e-09, 5.68235681368467e-11, 7.771385297391833e-06, 2.0418744692460757e-24, 3.033957028908507e-05, 1.1943547125771666e-09, 1.1938286841013875e-07, 7.533062857881146e-07, 2.8692325720810786e-05, 5.084957013049391e-13, 2.679269779655544e-06, 1.4581535756276905e-14, 1.20663118854558e-14, 4.306112343968886e-19, 1.0077082611508931e-16, 1.871827713867647e-10, 5.3423720174211925e-05, 6.765000001000001e-05
1.946765779008722e-09, 4.915099457388667e-08, 7.423418197154397e-10, 7.837972692443431e-06, 3.4235799616557732e-28, 3.0222517641460142e-05, 2.2652439219307694e-09, 1.1867639345902535e-07, 7.488468853381717e-07, 2.862281497348265e-05, 1.4677295172565842e-13, 2.7562643378029846e-06, 4.664385480992107e-15, 2.308123368809249e-14, 1.3892551806812413e-19, 2.0843460375233932e-15, 3.893532113163023e-09, 2.568362019204257e-06, 6.765000001000001e-05
2.0009254844454876e-09, 5.0518381055518684e-08, 7.62993856916566e-10, 7.959544218497013e-06, 3.7223041083339165e-28, 3.0099429956161197e-05, 2.328263139041825e-09, 1.2197797673801226e-07, 7.696798333953005e-07, 2.850112625938605e-05, 1.5021472764974554e-13, 2.8328586693264943e-06, 4.880511551024848e-15, 2.4091634425407784e-14, 1.4761721302228228e-19, 2.2019919345446274e-15, 4.001851555744418e-09, 2.498843313077318e-06, 6.765000001000001e-05
3.899353226020824e-10, 4.949354461454794e-09, 7.476075213867102e-11, 8.068505302346067e-06, 4.409905090983245e-24, 3.0040637115209115e-05, 2.5360537008669673e-09, 1.2929940858509401e-07, 8.158796337977322e-07, 2.8393566683576435e-05, 9.81073768319441e-13, 2.8402783158929476e-06, 2.970276173372171e-14, 2.6601004310875597e-14, 9.10695961265669e-19, 1.7494889972130512e-16, 7.798707746855333e-10, 1.2822637191440201e-05, 6.765000001000001e-05
5.070037806006198e-11, 5.26668779442629e-10, 7.949036727186243e-12, 8.130315914821702e-06, 3.399187352533473e-27, 2.9984062225871367e-05, 7.552733370784341e-10, 1.334297680702691e-07, 8.419416869906275e-07, 2.8333877462815387e-05, 3.2141013407140984e-13, 2.847275762207664e-06, 9.861404377962291e-15, 7.982795661319754e-15, 3.0466950103945315e-19, 2.3468626276217392e-17, 1.0140076114305013e-10, 9.861858912373052e-05, 6.765000001000001e-05
5.192318580830546e-11, 5.393731495327052e-10, 8.142077601667665e-12, 8.179273969921611e-06, 3.57567814194159e-27, 2.9935089432152405e-05, 7.734663810623143e-10, 1.3686244081501344e-07, 8.636016999057128e-07, 2.8284899976731142e-05, 3.2858276043475153e-13, 2.8494633433273025e-06, 1.0165722965724234e-14, 8.22431058965248e-15, 3.159630825773498e-19, 2.4651533505328694e-17, 1.0384637688135894e-10, 9.629608947671492e-05, 6.765000001000001e-05
